item_id	source_id	order_key	page_id	item_kind	source_label	title	locator	public_group	public_slug	review_ref
IT-TASAKI2020-0534	TASAKI2020	000104.0006	PG-TASAKI2020-0104	unlabeled	NONE	NONE	PDF p. 104; print p. 91; §4.1.2; paragraph 7, atom 2	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0535	TASAKI2020	000104.0007	PG-TASAKI2020-0104	equation	equation (4.1.74)	NONE	PDF p. 104; print p. 91; §4.1.2; equation (4.1.74)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0536	TASAKI2020	000104.0008	PG-TASAKI2020-0104	note	Note unnumbered line 57	NONE	PDF p. 104; print p. 91; §4.1.2; Note unnumbered line 57	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0537	TASAKI2020	000105.0001	PG-TASAKI2020-0105	equation	equation (4.1.75)	NONE	PDF p. 105; print p. 92; §4.1.2; equation (4.1.75)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0538	TASAKI2020	000105.0002	PG-TASAKI2020-0105	equation	equation (4.1.76)	NONE	PDF p. 105; print p. 92; §4.1.2; equation (4.1.76)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0539	TASAKI2020	000105.0003	PG-TASAKI2020-0105	equation	equation (4.1.77)	NONE	PDF p. 105; print p. 92; §4.1.2; equation (4.1.77)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0540	TASAKI2020	000105.0004	PG-TASAKI2020-0105	equation	equation (4.1.78)	NONE	PDF p. 105; print p. 92; §4.1.2; equation (4.1.78)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0541	TASAKI2020	000105.0005	PG-TASAKI2020-0105	equation	equation (4.1.79)	NONE	PDF p. 105; print p. 92; §4.1.2; equation (4.1.79)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0542	TASAKI2020	000105.0006	PG-TASAKI2020-0105	equation	equation (4.1.80)	NONE	PDF p. 105; print p. 92; §4.1.2; equation (4.1.80)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0543	TASAKI2020	000105.0007	PG-TASAKI2020-0105	unlabeled	NONE	NONE	PDF p. 105; print p. 92; §4.1.2; paragraph 8	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0544	TASAKI2020	000106.0001	PG-TASAKI2020-0106	equation	equation (4.1.81)	NONE	PDF p. 106; print p. 93; §4.1.2; equation (4.1.81)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0545	TASAKI2020	000106.0002	PG-TASAKI2020-0106	equation	equation (4.1.82)	NONE	PDF p. 106; print p. 93; §4.1.2; equation (4.1.82)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0546	TASAKI2020	000106.0003	PG-TASAKI2020-0106	unlabeled	NONE	NONE	PDF p. 106; print p. 93; §4.1.2; paragraph 3	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0547	TASAKI2020	000106.0004	PG-TASAKI2020-0106	unlabeled	NONE	NONE	PDF p. 106; print p. 93; §4.2; paragraph 5	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0548	TASAKI2020	000106.0005	PG-TASAKI2020-0106	equation	equation (4.2.1)	NONE	PDF p. 106; print p. 93; §4.2; equation (4.2.1)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0549	TASAKI2020	000107.0001	PG-TASAKI2020-0107	equation	equation (4.2.2)	NONE	PDF p. 107; print p. 94; §4.2.1; equation (4.2.2)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0550	TASAKI2020	000107.0002	PG-TASAKI2020-0107	equation	equation (4.2.3)	NONE	PDF p. 107; print p. 94; §4.2.1; equation (4.2.3)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0551	TASAKI2020	000107.0003	PG-TASAKI2020-0107	theorem	Theorem 4.6	NONE	PDF p. 107; print p. 94; §4.2.1; Theorem 4.6	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0552	TASAKI2020	000107.0004	PG-TASAKI2020-0107	equation	equation (4.2.4)	NONE	PDF p. 107; print p. 94; §4.2.1; equation (4.2.4)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0553	TASAKI2020	000108.0001	PG-TASAKI2020-0108	unlabeled	NONE	NONE	PDF p. 108; print p. 95; §4.2.1; paragraph 2	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0554	TASAKI2020	000108.0002	PG-TASAKI2020-0108	equation	equation (4.2.5)	NONE	PDF p. 108; print p. 95; §4.2.1; equation (4.2.5)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0555	TASAKI2020	000108.0003	PG-TASAKI2020-0108	equation	equation (4.2.6)	NONE	PDF p. 108; print p. 95; §4.2.1; equation (4.2.6)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0556	TASAKI2020	000108.0004	PG-TASAKI2020-0108	unlabeled	NONE	NONE	PDF p. 108; print p. 95; §4.2.1; paragraph 6, atom 1	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0557	TASAKI2020	000108.0005	PG-TASAKI2020-0108	corollary	Corollary 4.7	NONE	PDF p. 108; print p. 95; §4.2.1; Corollary 4.7	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0558	TASAKI2020	000108.0006	PG-TASAKI2020-0108	equation	equation (4.2.7)	NONE	PDF p. 108; print p. 95; §4.2.1; equation (4.2.7)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0559	TASAKI2020	000109.0001	PG-TASAKI2020-0109	unlabeled	NONE	NONE	PDF p. 109; print p. 96; §4.2.1; paragraph 2	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0560	TASAKI2020	000109.0002	PG-TASAKI2020-0109	equation	equation (4.2.8)	NONE	PDF p. 109; print p. 96; §4.2.1; equation (4.2.8)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0561	TASAKI2020	000109.0003	PG-TASAKI2020-0109	remark	Remark unnumbered line 29	NONE	PDF p. 109; print p. 96; §4.2.1; Remark unnumbered line 29	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0562	TASAKI2020	000110.0001	PG-TASAKI2020-0110	equation	equation (4.2.9)	NONE	PDF p. 110; print p. 97; §4.2.1; equation (4.2.9)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0563	TASAKI2020	000110.0002	PG-TASAKI2020-0110	unlabeled	NONE	NONE	PDF p. 110; print p. 97; §4.2.1; paragraph 4, atom 1; audit split atom 1/2	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0564	TASAKI2020	000110.0003	PG-TASAKI2020-0110	unlabeled	NONE	NONE	PDF p. 110; print p. 97; §4.2.1; paragraph 4, atom 1; audit split atom 2/2	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0565	TASAKI2020	000110.0004	PG-TASAKI2020-0110	unlabeled	NONE	NONE	PDF p. 110; print p. 97; §4.2.1; paragraph 4, atom 2	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0566	TASAKI2020	000110.0005	PG-TASAKI2020-0110	unlabeled	NONE	NONE	PDF p. 110; print p. 97; §4.2.1; paragraph 4, atom 3	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0567	TASAKI2020	000110.0006	PG-TASAKI2020-0110	unlabeled	NONE	NONE	PDF p. 110; print p. 97; §4.2.1; paragraph 4, atom 4	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0568	TASAKI2020	000110.0007	PG-TASAKI2020-0110	equation	equation (4.2.10)	NONE	PDF p. 110; print p. 97; §4.2.1; equation (4.2.10)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0569	TASAKI2020	000110.0008	PG-TASAKI2020-0110	unlabeled	NONE	NONE	PDF p. 110; print p. 97; §4.2.1; paragraph 6	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0570	TASAKI2020	000111.0001	PG-TASAKI2020-0111	unlabeled	NONE	NONE	PDF p. 111; print p. 98; §4.2.1; paragraph 2	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0571	TASAKI2020	000111.0002	PG-TASAKI2020-0111	theorem	Theorem 4.8	NONE	PDF p. 111; print p. 98; §4.2.1; Theorem 4.8	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0572	TASAKI2020	000111.0003	PG-TASAKI2020-0111	equation	equation (4.2.11)	NONE	PDF p. 111; print p. 98; §4.2.1; equation (4.2.11)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0573	TASAKI2020	000111.0004	PG-TASAKI2020-0111	theorem	Theorem 4.9	NONE	PDF p. 111; print p. 98; §4.2.1; Theorem 4.9	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0574	TASAKI2020	000111.0005	PG-TASAKI2020-0111	equation	equation (4.2.12)	NONE	PDF p. 111; print p. 98; §4.2.1; equation (4.2.12)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0575	TASAKI2020	000111.0006	PG-TASAKI2020-0111	equation	equation (4.2.13)	NONE	PDF p. 111; print p. 98; §4.2.1; equation (4.2.13)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0576	TASAKI2020	000111.0007	PG-TASAKI2020-0111	equation	equation (4.2.14)	NONE	PDF p. 111; print p. 98; §4.2.1; equation (4.2.14)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0577	TASAKI2020	000111.0008	PG-TASAKI2020-0111	equation	equation (4.2.15)	NONE	PDF p. 111; print p. 98; §4.2.1; equation (4.2.15)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0578	TASAKI2020	000111.0009	PG-TASAKI2020-0111	equation	equation (4.2.16)	NONE	PDF p. 111; print p. 98; §4.2.1; equation (4.2.16)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0579	TASAKI2020	000112.0001	PG-TASAKI2020-0112	unlabeled	NONE	NONE	PDF p. 112; print p. 99; §4.2.1; paragraph 2; audit split atom 1/8	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0580	TASAKI2020	000112.0002	PG-TASAKI2020-0112	unlabeled	NONE	NONE	PDF p. 112; print p. 99; §4.2.1; paragraph 3	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0581	TASAKI2020	000112.0005	PG-TASAKI2020-0112	unlabeled	NONE	NONE	PDF p. 112; print p. 99; §4.2.1; paragraph 4	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0582	TASAKI2020	000112.0007	PG-TASAKI2020-0112	equation	equation (4.2.17)	NONE	PDF p. 112; print p. 99; §4.2.1; equation (4.2.17)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0583	TASAKI2020	000112.0008	PG-TASAKI2020-0112	unlabeled	NONE	NONE	PDF p. 112; print p. 99; §4.2.1; paragraph 5; audit split atom 1/2	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0584	TASAKI2020	000112.0009	PG-TASAKI2020-0112	unlabeled	NONE	NONE	PDF p. 112; print p. 99; §4.2.1; paragraph 5; audit split atom 2/2	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0585	TASAKI2020	000112.0010	PG-TASAKI2020-0112	equation	equation (4.2.18)	NONE	PDF p. 112; print p. 99; §4.2.1; equation (4.2.18)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0586	TASAKI2020	000112.0011	PG-TASAKI2020-0112	unlabeled	NONE	NONE	PDF p. 112; print p. 99; §4.2.1; paragraph 7, atom 1	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0587	TASAKI2020	000112.0012	PG-TASAKI2020-0112	equation	equation (4.2.19)	NONE	PDF p. 112; print p. 99; §4.2.1; equation (4.2.19)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0588	TASAKI2020	000113.0001	PG-TASAKI2020-0113	equation	equation (4.2.20)	NONE	PDF p. 113; print p. 100; §4.2.1; equation (4.2.20)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0589	TASAKI2020	000113.0002	PG-TASAKI2020-0113	equation	equation (4.2.21)	NONE	PDF p. 113; print p. 100; §4.2.1; equation (4.2.21)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0590	TASAKI2020	000113.0003	PG-TASAKI2020-0113	proposition	Proposition 4.10	NONE	PDF p. 113; print p. 100; §4.2.1; Proposition 4.10	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0591	TASAKI2020	000113.0004	PG-TASAKI2020-0113	equation	equation (4.2.22)	NONE	PDF p. 113; print p. 100; §4.2.1; equation (4.2.22)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0592	TASAKI2020	000113.0005	PG-TASAKI2020-0113	unlabeled	NONE	NONE	PDF p. 113; print p. 100; §4.2.1; paragraph 9	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0593	TASAKI2020	000114.0001	PG-TASAKI2020-0114	theorem	Theorem 4.11	NONE	PDF p. 114; print p. 101; §4.2.1; Theorem 4.11	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0594	TASAKI2020	000114.0002	PG-TASAKI2020-0114	equation	equation (4.2.23)	NONE	PDF p. 114; print p. 101; §4.2.1; equation (4.2.23)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0595	TASAKI2020	000114.0003	PG-TASAKI2020-0114	unlabeled	NONE	NONE	PDF p. 114; print p. 101; §4.2.1; paragraph 2, atom 2	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0596	TASAKI2020	000114.0004	PG-TASAKI2020-0114	equation	equation (4.2.24)	NONE	PDF p. 114; print p. 101; §4.2.1; equation (4.2.24)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0597	TASAKI2020	000114.0005	PG-TASAKI2020-0114	conjecture	Conjecture 4.12	NONE	PDF p. 114; print p. 101; §4.2.1; Conjecture 4.12	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0598	TASAKI2020	000114.0006	PG-TASAKI2020-0114	equation	equation (4.2.25)	NONE	PDF p. 114; print p. 101; §4.2.1; equation (4.2.25)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0599	TASAKI2020	000114.0007	PG-TASAKI2020-0114	equation	equation (4.2.26)	NONE	PDF p. 114; print p. 101; §4.2.1; equation (4.2.26)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0600	TASAKI2020	000114.0008	PG-TASAKI2020-0114	unlabeled	NONE	NONE	PDF p. 114; print p. 101; §4.2.1; paragraph 7	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0601	TASAKI2020	000115.0001	PG-TASAKI2020-0115	equation	equation (4.2.27)	NONE	PDF p. 115; print p. 102; §4.2.1; equation (4.2.27)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0602	TASAKI2020	000115.0002	PG-TASAKI2020-0115	theorem	Theorem 4.13	NONE	PDF p. 115; print p. 102; §4.2.1; Theorem 4.13	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0603	TASAKI2020	000115.0003	PG-TASAKI2020-0115	equation	equation (4.2.28)	NONE	PDF p. 115; print p. 102; §4.2.1; equation (4.2.28)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0604	TASAKI2020	000115.0004	PG-TASAKI2020-0115	equation	equation (4.2.29)	NONE	PDF p. 115; print p. 102; §4.2.1; equation (4.2.29)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0605	TASAKI2020	000115.0005	PG-TASAKI2020-0115	remark	Remark unnumbered line 33	NONE	PDF p. 115; print p. 102; §4.2.1; Remark unnumbered line 33	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0606	TASAKI2020	000116.0001	PG-TASAKI2020-0116	unlabeled	NONE	NONE	PDF p. 116; print p. 103; §4.2.1; paragraph 2	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0607	TASAKI2020	000116.0002	PG-TASAKI2020-0116	remark	Remark unnumbered line 18	NONE	PDF p. 116; print p. 103; §4.2.1; Remark unnumbered line 18	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0608	TASAKI2020	000117.0001	PG-TASAKI2020-0117	problem	Problem 4.2.1.a	NONE	PDF p. 117; print p. 104; §4.2.1; Problem 4.2.1.a	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0609	TASAKI2020	000117.0002	PG-TASAKI2020-0117	equation	equation (4.2.30)	NONE	PDF p. 117; print p. 104; §4.2.2; equation (4.2.30)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0610	TASAKI2020	000117.0003	PG-TASAKI2020-0117	equation	equation (4.2.31)	NONE	PDF p. 117; print p. 104; §4.2.2; equation (4.2.31)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0611	TASAKI2020	000117.0004	PG-TASAKI2020-0117	equation	equation (4.2.32)	NONE	PDF p. 117; print p. 104; §4.2.2; equation (4.2.32)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0612	TASAKI2020	000117.0005	PG-TASAKI2020-0117	unlabeled	NONE	NONE	PDF p. 117; print p. 104; §4.2.2; paragraph 11	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0613	TASAKI2020	000117.0006	PG-TASAKI2020-0117	lemma	Lemma 4.14	NONE	PDF p. 117; print p. 104; §4.2.2; Lemma 4.14	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0614	TASAKI2020	000117.0007	PG-TASAKI2020-0117	equation	equation (4.2.33)	NONE	PDF p. 117; print p. 104; §4.2.2; equation (4.2.33)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0615	TASAKI2020	000117.0008	PG-TASAKI2020-0117	equation	equation (4.2.34)	NONE	PDF p. 117; print p. 104; §4.2.2; equation (4.2.34)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0616	TASAKI2020	000118.0001	PG-TASAKI2020-0118	unlabeled	NONE	NONE	PDF p. 118; print p. 105; §4.2.2; paragraph 2	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0617	TASAKI2020	000118.0002	PG-TASAKI2020-0118	equation	equation (4.2.35)	NONE	PDF p. 118; print p. 105; §4.2.2; equation (4.2.35)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0618	TASAKI2020	000118.0003	PG-TASAKI2020-0118	equation	equation (4.2.36)	NONE	PDF p. 118; print p. 105; §4.2.2; equation (4.2.36)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0619	TASAKI2020	000118.0004	PG-TASAKI2020-0118	equation	equation (4.2.37)	NONE	PDF p. 118; print p. 105; §4.2.2; equation (4.2.37)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0620	TASAKI2020	000118.0005	PG-TASAKI2020-0118	unlabeled	NONE	NONE	PDF p. 118; print p. 105; §4.2.2; paragraph 6, atom 2	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0621	TASAKI2020	000118.0006	PG-TASAKI2020-0118	unlabeled	NONE	NONE	PDF p. 118; print p. 105; §4.2.2; paragraph 7	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0622	TASAKI2020	000118.0007	PG-TASAKI2020-0118	lemma	Lemma 4.15	NONE	PDF p. 118; print p. 105; §4.2.2; Lemma 4.15	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0623	TASAKI2020	000118.0008	PG-TASAKI2020-0118	equation	equation (4.2.38)	NONE	PDF p. 118; print p. 105; §4.2.2; equation (4.2.38)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0624	TASAKI2020	000118.0009	PG-TASAKI2020-0118	equation	equation (4.2.39)	NONE	PDF p. 118; print p. 105; §4.2.2; equation (4.2.39)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0625	TASAKI2020	000118.0010	PG-TASAKI2020-0118	equation	equation (4.2.40)	NONE	PDF p. 118; print p. 105; §4.2.2; equation (4.2.40)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0626	TASAKI2020	000119.0001	PG-TASAKI2020-0119	equation	equation (4.2.41)	NONE	PDF p. 119; print p. 106; §4.2.2; equation (4.2.41)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0627	TASAKI2020	000119.0002	PG-TASAKI2020-0119	unlabeled	NONE	NONE	PDF p. 119; print p. 106; §4.2.2; paragraph 4	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0628	TASAKI2020	000119.0003	PG-TASAKI2020-0119	equation	equation (4.2.42)	NONE	PDF p. 119; print p. 106; §4.2.2; equation (4.2.42)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0629	TASAKI2020	000119.0004	PG-TASAKI2020-0119	equation	equation (4.2.43)	NONE	PDF p. 119; print p. 106; §4.2.2; equation (4.2.43)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0630	TASAKI2020	000119.0005	PG-TASAKI2020-0119	equation	equation (4.2.44)	NONE	PDF p. 119; print p. 106; §4.2.2; equation (4.2.44)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0631	TASAKI2020	000119.0006	PG-TASAKI2020-0119	equation	equation (4.2.45)	NONE	PDF p. 119; print p. 106; §4.2.2; equation (4.2.45)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0632	TASAKI2020	000119.0007	PG-TASAKI2020-0119	equation	equation (4.2.46)	NONE	PDF p. 119; print p. 106; §4.2.2; equation (4.2.46)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0633	TASAKI2020	000119.0010	PG-TASAKI2020-0119	equation	equation (4.2.47)	NONE	PDF p. 119; print p. 106; §4.2.2; equation (4.2.47)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0634	TASAKI2020	000120.0001	PG-TASAKI2020-0120	equation	equation (4.2.48)	NONE	PDF p. 120; print p. 107; §4.2.2; equation (4.2.48)	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0635	TASAKI2020	000120.0002	PG-TASAKI2020-0120	unlabeled	NONE	NONE	PDF p. 120; print p. 107; §4.2.2; paragraph 4, atom 1	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0636	TASAKI2020	000120.0003	PG-TASAKI2020-0120	unlabeled	NONE	NONE	PDF p. 120; print p. 107; §4.2.2; paragraph 4, atom 2	Chapter 04	chapter-04	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
